store_id,campaign_id,campaign_name,product_code,base_price,promo_type,quantity_sold_before_promo,quantity_sold_after_promo,promo_price ,Total_revenue_before_promo,Total_revenue_after_promo 
STCBE-2,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,234,840,2500.00,702000,2100000
STMYS-2,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,486,1273,2500.00,1458000,3182500
STMYS-3,CAMP_DIW_01,Diwali,P01,172,33% OFF,311,398,115.24,53492,45865.52
STVSK-4,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,75,198,1020.00,76500,201960
STBLR-6,CAMP_SAN_01,Sankranti,P07,300,BOGOF,40,165,300.00,12000,49500
STHYD-4,CAMP_DIW_01,Diwali,P09,110,50% OFF,73,95,55.00,8030,5225
STBLR-5,CAMP_SAN_01,Sankranti,P13,350,BOGOF,115,445,350.00,40250,155750
STMLR-0,CAMP_SAN_01,Sankranti,P04,370,BOGOF,267,731,370.00,98790,270470
STHYD-2,CAMP_SAN_01,Sankranti,P12,62,50% OFF,52,72,31.00,3224,2232
STHYD-3,CAMP_DIW_01,Diwali,P05,55,25% OFF,129,104,41.25,7095,4290
STCBE-3,CAMP_SAN_01,Sankranti,P12,62,50% OFF,36,55,31.00,2232,1705
STCHE-3,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,127,367,2500.00,381000,917500
STVJD-0,CAMP_DIW_01,Diwali,P03,156,25% OFF,208,197,117.00,32448,23049
STMYS-2,CAMP_DIW_01,Diwali,P13,350,BOGOF,63,189,350.00,22050,66150
STVSK-2,CAMP_DIW_01,Diwali,P05,55,25% OFF,70,62,41.25,3850,2557.5
STVSK-4,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,292,750,2500.00,876000,1875000
STMDU-3,CAMP_SAN_01,Sankranti,P11,190,50% OFF,34,38,95.00,6460,3610
STBLR-4,CAMP_DIW_01,Diwali,P14,1020,BOGOF,40,138,1020.00,40800,140760
STBLR-0,CAMP_SAN_01,Sankranti,P09,90,25% OFF,54,45,67.50,4860,3037.5
STHYD-5,CAMP_SAN_01,Sankranti,P13,350,BOGOF,111,441,350.00,38850,154350
STCHE-4,CAMP_DIW_01,Diwali,P07,300,BOGOF,61,236,300.00,18300,70800
STCBE-1,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,82,190,2500.00,246000,475000
STCHE-7,CAMP_DIW_01,Diwali,P11,190,50% OFF,87,114,95.00,16530,10830
STMLR-2,CAMP_SAN_01,Sankranti,P10,50,25% OFF,19,15,37.50,950,562.5
STMYS-2,CAMP_SAN_01,Sankranti,P11,190,50% OFF,61,86,95.00,11590,8170
STMDU-1,CAMP_DIW_01,Diwali,P14,1020,BOGOF,36,126,1020.00,36720,128520
STMYS-2,CAMP_DIW_01,Diwali,P12,62,50% OFF,77,97,31.00,4774,3007
STVSK-1,CAMP_SAN_01,Sankranti,P09,90,25% OFF,40,28,67.50,3600,1890
STCHE-5,CAMP_SAN_01,Sankranti,P09,90,25% OFF,63,53,67.50,5670,3577.5
STCBE-4,CAMP_SAN_01,Sankranti,P03,200,BOGOF,336,913,200.00,67200,182600
STCHE-1,CAMP_DIW_01,Diwali,P09,110,50% OFF,59,67,55.00,6490,3685
STVSK-4,CAMP_DIW_01,Diwali,P09,110,50% OFF,63,86,55.00,6930,4730
STCBE-3,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,91,211,2500.00,273000,527500
STBLR-0,CAMP_DIW_01,Diwali,P11,190,50% OFF,80,108,95.00,15200,10260
STHYD-4,CAMP_SAN_01,Sankranti,P03,200,BOGOF,376,1447,200.00,75200,289400
STCHE-7,CAMP_SAN_01,Sankranti,P09,90,25% OFF,54,51,67.50,4860,3442.5
STMDU-0,CAMP_SAN_01,Sankranti,P09,90,25% OFF,57,47,67.50,5130,3172.5
STBLR-5,CAMP_DIW_01,Diwali,P13,350,BOGOF,71,248,350.00,24850,86800
STCHE-6,CAMP_SAN_01,Sankranti,P04,370,BOGOF,483,1907,370.00,178710,705590
STHYD-5,CAMP_DIW_01,Diwali,P05,55,25% OFF,106,102,41.25,5830,4207.5
STCHE-3,CAMP_SAN_01,Sankranti,P11,190,50% OFF,48,69,95.00,9120,6555
STVSK-1,CAMP_SAN_01,Sankranti,P11,190,50% OFF,28,40,95.00,5320,3800
STBLR-3,CAMP_DIW_01,Diwali,P08,1190,BOGOF,43,145,1190.00,51170,172550
STBLR-5,CAMP_DIW_01,Diwali,P05,55,25% OFF,119,107,41.25,6545,4413.75
STCHE-7,CAMP_DIW_01,Diwali,P09,110,50% OFF,71,90,55.00,7810,4950
STBLR-6,CAMP_DIW_01,Diwali,P12,62,50% OFF,112,165,31.00,6944,5115
STTRV-0,CAMP_DIW_01,Diwali,P07,300,BOGOF,26,87,300.00,7800,26100
STMDU-0,CAMP_SAN_01,Sankranti,P10,50,25% OFF,22,18,37.50,1100,675
STCHE-3,CAMP_SAN_01,Sankranti,P04,370,BOGOF,379,1622,370.00,140230,600140
STMLR-1,CAMP_DIW_01,Diwali,P01,172,33% OFF,141,217,115.24,24252,25007.08
STVSK-0,CAMP_SAN_01,Sankranti,P09,90,25% OFF,42,35,67.50,3780,2362.5
STCHE-5,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,130,514,1020.00,132600,524280
STHYD-3,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,73,192,1190.00,86870,228480
STVSK-4,CAMP_SAN_01,Sankranti,P07,300,BOGOF,33,83,300.00,9900,24900
STTRV-0,CAMP_SAN_01,Sankranti,P03,200,BOGOF,190,741,200.00,38000,148200
STBLR-5,CAMP_DIW_01,Diwali,P01,172,33% OFF,322,483,115.24,55384,55660.92
STCHE-0,CAMP_DIW_01,Diwali,P01,172,33% OFF,330,504,115.24,56760,58080.96
STBLR-6,CAMP_DIW_01,Diwali,P02,860,33% OFF,367,612,576.20,315620,352634.4
STVSK-0,CAMP_SAN_01,Sankranti,P04,370,BOGOF,370,1457,370.00,136900,539090
STMDU-3,CAMP_DIW_01,Diwali,P04,290,25% OFF,197,175,217.50,57130,38062.5
STCHE-3,CAMP_DIW_01,Diwali,P01,172,33% OFF,369,546,115.24,63468,62921.04
STVSK-3,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,109,192,2500.00,327000,480000
STMLR-2,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,16,63,1190.00,19040,74970
STTRV-1,CAMP_SAN_01,Sankranti,P13,350,BOGOF,51,205,350.00,17850,71750
STCBE-3,CAMP_DIW_01,Diwali,P04,290,25% OFF,246,214,217.50,71340,46545
STCHE-6,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,147,320,2500.00,441000,800000
STCHE-5,CAMP_SAN_01,Sankranti,P03,200,BOGOF,432,1736,200.00,86400,347200
STBLR-7,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,120,345,2500.00,360000,862500
STCHE-4,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,448,1545,2500.00,1344000,3862500
STHYD-1,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,102,279,1020.00,104040,284580
STCHE-4,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,54,222,1190.00,64260,264180
STVJD-1,CAMP_SAN_01,Sankranti,P10,50,25% OFF,18,13,37.50,900,487.5
STCHE-0,CAMP_SAN_01,Sankranti,P05,55,25% OFF,25,21,41.25,1375,866.25
STCBE-1,CAMP_SAN_01,Sankranti,P13,350,BOGOF,87,346,350.00,30450,121100
STHYD-3,CAMP_DIW_01,Diwali,P13,350,BOGOF,82,239,350.00,28700,83650
STCBE-0,CAMP_SAN_01,Sankranti,P09,90,25% OFF,49,46,67.50,4410,3105
STBLR-6,CAMP_SAN_01,Sankranti,P02,860,33% OFF,532,813,576.20,457520,468450.6
STHYD-1,CAMP_SAN_01,Sankranti,P10,50,25% OFF,36,29,37.50,1800,1087.5
STVSK-3,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,54,137,1020.00,55080,139740
STCBE-2,CAMP_SAN_01,Sankranti,P05,55,25% OFF,18,15,41.25,990,618.75
STMYS-1,CAMP_DIW_01,Diwali,P14,1020,BOGOF,36,145,1020.00,36720,147900
STVSK-0,CAMP_SAN_01,Sankranti,P03,200,BOGOF,261,1041,200.00,52200,208200
STBLR-5,CAMP_SAN_01,Sankranti,P12,62,50% OFF,55,77,31.00,3410,2387
STBLR-6,CAMP_DIW_01,Diwali,P09,110,50% OFF,84,131,55.00,9240,7205
STMYS-1,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,133,383,2500.00,399000,957500
STBLR-5,CAMP_SAN_01,Sankranti,P04,370,BOGOF,454,1756,370.00,167980,649720
STCHE-4,CAMP_DIW_01,Diwali,P02,860,33% OFF,400,580,576.20,344000,334196
STMDU-3,CAMP_SAN_01,Sankranti,P07,300,BOGOF,22,88,300.00,6600,26400
STMDU-0,CAMP_DIW_01,Diwali,P08,1190,BOGOF,29,116,1190.00,34510,138040
STBLR-5,CAMP_SAN_01,Sankranti,P09,90,25% OFF,67,56,67.50,6030,3780
STBLR-4,CAMP_SAN_01,Sankranti,P07,300,BOGOF,48,185,300.00,14400,55500
STCHE-1,CAMP_DIW_01,Diwali,P08,1190,BOGOF,45,137,1190.00,53550,163030
STBLR-5,CAMP_DIW_01,Diwali,P08,1190,BOGOF,47,159,1190.00,55930,189210
STCBE-4,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,90,146,2500.00,270000,365000
STCHE-6,CAMP_SAN_01,Sankranti,P09,90,25% OFF,81,60,67.50,7290,4050
STCHE-3,CAMP_SAN_01,Sankranti,P05,55,25% OFF,24,19,41.25,1320,783.75
STVSK-3,CAMP_SAN_01,Sankranti,P11,190,50% OFF,34,39,95.00,6460,3705
STVSK-0,CAMP_DIW_01,Diwali,P12,62,50% OFF,78,121,31.00,4836,3751
STHYD-0,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,121,274,2500.00,363000,685000
STMLR-1,CAMP_SAN_01,Sankranti,P12,62,50% OFF,31,45,31.00,1922,1395
STMYS-3,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,78,331,1020.00,79560,337620
STBLR-0,CAMP_DIW_01,Diwali,P13,350,BOGOF,73,282,350.00,25550,98700
STVSK-1,CAMP_SAN_01,Sankranti,P12,62,50% OFF,46,66,31.00,2852,2046
STCBE-0,CAMP_DIW_01,Diwali,P08,1190,BOGOF,29,98,1190.00,34510,116620
STHYD-2,CAMP_SAN_01,Sankranti,P07,300,BOGOF,48,188,300.00,14400,56400
STMLR-0,CAMP_DIW_01,Diwali,P07,300,BOGOF,38,113,300.00,11400,33900
STBLR-9,CAMP_DIW_01,Diwali,P06,415,25% OFF,91,89,311.25,37765,27701.25
STMYS-2,CAMP_SAN_01,Sankranti,P07,300,BOGOF,45,122,300.00,13500,36600
STVSK-0,CAMP_DIW_01,Diwali,P06,415,25% OFF,64,58,311.25,26560,18052.5
STMDU-0,CAMP_SAN_01,Sankranti,P11,190,50% OFF,34,47,95.00,6460,4465
STBLR-1,CAMP_DIW_01,Diwali,P06,415,25% OFF,87,82,311.25,36105,25522.5
STMDU-3,CAMP_DIW_01,Diwali,P08,1190,BOGOF,26,91,1190.00,30940,108290
STHYD-4,CAMP_DIW_01,Diwali,P07,300,BOGOF,64,223,300.00,19200,66900
STCHE-1,CAMP_SAN_01,Sankranti,P03,200,BOGOF,424,1127,200.00,84800,225400
STVSK-3,CAMP_DIW_01,Diwali,P01,172,33% OFF,229,293,115.24,39388,33765.32
STBLR-6,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,147,385,2500.00,441000,962500
STHYD-6,CAMP_SAN_01,Sankranti,P03,200,BOGOF,378,1459,200.00,75600,291800
STMLR-1,CAMP_DIW_01,Diwali,P07,300,BOGOF,29,97,300.00,8700,29100
STMDU-3,CAMP_SAN_01,Sankranti,P04,370,BOGOF,303,1172,370.00,112110,433640
STCBE-0,CAMP_DIW_01,Diwali,P04,290,25% OFF,211,202,217.50,61190,43935
STMYS-3,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,160,443,2500.00,480000,1107500
STMLR-0,CAMP_DIW_01,Diwali,P12,62,50% OFF,70,88,31.00,4340,2728
STHYD-3,CAMP_DIW_01,Diwali,P08,1190,BOGOF,50,156,1190.00,59500,185640
STMYS-3,CAMP_DIW_01,Diwali,P09,110,50% OFF,68,76,55.00,7480,4180
STBLR-5,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,166,396,2500.00,498000,990000
STCBE-0,CAMP_DIW_01,Diwali,P06,415,25% OFF,59,56,311.25,24485,17430
STCHE-4,CAMP_SAN_01,Sankranti,P09,90,25% OFF,73,60,67.50,6570,4050
STVSK-1,CAMP_DIW_01,Diwali,P08,1190,BOGOF,35,117,1190.00,41650,139230
STMYS-2,CAMP_SAN_01,Sankranti,P02,860,33% OFF,484,677,576.20,416240,390087.4
STCHE-2,CAMP_SAN_01,Sankranti,P04,370,BOGOF,513,2067,370.00,189810,764790
STCHE-4,CAMP_SAN_01,Sankranti,P12,62,50% OFF,60,87,31.00,3720,2697
STMYS-0,CAMP_DIW_01,Diwali,P06,415,25% OFF,57,49,311.25,23655,15251.25
STMDU-2,CAMP_DIW_01,Diwali,P10,65,50% OFF,61,71,32.50,3965,2307.5
STBLR-9,CAMP_SAN_01,Sankranti,P07,300,BOGOF,40,159,300.00,12000,47700
STCHE-5,CAMP_SAN_01,Sankranti,P04,370,BOGOF,403,1587,370.00,149110,587190
STBLR-7,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,54,235,1190.00,64260,279650
STMLR-2,CAMP_DIW_01,Diwali,P01,172,33% OFF,175,222,115.24,30100,25583.28
STVJD-0,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,218,673,2500.00,654000,1682500
STVSK-1,CAMP_DIW_01,Diwali,P10,65,50% OFF,98,132,32.50,6370,4290
STHYD-3,CAMP_DIW_01,Diwali,P02,860,33% OFF,365,616,576.20,313900,354939.2
STMDU-3,CAMP_DIW_01,Diwali,P14,1020,BOGOF,31,108,1020.00,31620,110160
STMDU-3,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,334,1022,2500.00,1002000,2555000
STMYS-0,CAMP_DIW_01,Diwali,P04,290,25% OFF,234,205,217.50,67860,44587.5
STMYS-1,CAMP_SAN_01,Sankranti,P03,200,BOGOF,382,1596,200.00,76400,319200
STCHE-5,CAMP_DIW_01,Diwali,P03,156,25% OFF,413,375,117.00,64428,43875
STMYS-1,CAMP_DIW_01,Diwali,P03,156,25% OFF,281,230,117.00,43836,26910
STCHE-1,CAMP_SAN_01,Sankranti,P05,55,25% OFF,30,25,41.25,1650,1031.25
STBLR-7,CAMP_SAN_01,Sankranti,P02,860,33% OFF,526,799,576.20,452360,460383.8
STCHE-2,CAMP_DIW_01,Diwali,P13,350,BOGOF,84,293,350.00,29400,102550
STCBE-2,CAMP_SAN_01,Sankranti,P13,350,BOGOF,121,500,350.00,42350,175000
STVSK-3,CAMP_SAN_01,Sankranti,P04,370,BOGOF,265,673,370.00,98050,249010
STHYD-6,CAMP_SAN_01,Sankranti,P04,370,BOGOF,486,1890,370.00,179820,699300
STTRV-1,CAMP_SAN_01,Sankranti,P12,62,50% OFF,27,38,31.00,1674,1178
STBLR-2,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,43,166,1190.00,51170,197540
STBLR-5,CAMP_SAN_01,Sankranti,P07,300,BOGOF,52,207,300.00,15600,62100
STCHE-6,CAMP_SAN_01,Sankranti,P07,300,BOGOF,31,123,300.00,9300,36900
STCHE-4,CAMP_SAN_01,Sankranti,P03,200,BOGOF,387,1695,200.00,77400,339000
STBLR-5,CAMP_DIW_01,Diwali,P14,1020,BOGOF,43,144,1020.00,43860,146880
STCHE-4,CAMP_DIW_01,Diwali,P09,110,50% OFF,87,115,55.00,9570,6325
STHYD-4,CAMP_DIW_01,Diwali,P14,1020,BOGOF,52,176,1020.00,53040,179520
STMYS-0,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,48,129,1190.00,57120,153510
STVJD-1,CAMP_SAN_01,Sankranti,P03,200,BOGOF,183,710,200.00,36600,142000
STCBE-1,CAMP_SAN_01,Sankranti,P12,62,50% OFF,42,48,31.00,2604,1488
STBLR-7,CAMP_DIW_01,Diwali,P07,300,BOGOF,64,254,300.00,19200,76200
STHYD-5,CAMP_DIW_01,Diwali,P01,172,33% OFF,337,485,115.24,57964,55891.4
STVSK-4,CAMP_DIW_01,Diwali,P14,1020,BOGOF,38,114,1020.00,38760,116280
STMYS-2,CAMP_SAN_01,Sankranti,P09,90,25% OFF,61,50,67.50,5490,3375
STBLR-8,CAMP_DIW_01,Diwali,P08,1190,BOGOF,64,218,1190.00,76160,259420
STBLR-1,CAMP_DIW_01,Diwali,P09,110,50% OFF,73,95,55.00,8030,5225
STHYD-3,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,418,1082,2500.00,1254000,2705000
STBLR-0,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,144,374,2500.00,432000,935000
STBLR-4,CAMP_SAN_01,Sankranti,P12,62,50% OFF,64,92,31.00,3968,2852
STMLR-0,CAMP_DIW_01,Diwali,P02,860,33% OFF,194,271,576.20,166840,156150.2
STVSK-4,CAMP_DIW_01,Diwali,P13,350,BOGOF,61,178,350.00,21350,62300
STBLR-5,CAMP_DIW_01,Diwali,P10,65,50% OFF,115,151,32.50,7475,4907.5
STHYD-1,CAMP_SAN_01,Sankranti,P04,370,BOGOF,444,1123,370.00,164280,415510
STBLR-6,CAMP_DIW_01,Diwali,P03,156,25% OFF,402,353,117.00,62712,41301
STHYD-4,CAMP_DIW_01,Diwali,P11,190,50% OFF,82,107,95.00,15580,10165
STCBE-4,CAMP_SAN_01,Sankranti,P11,190,50% OFF,28,39,95.00,5320,3705
STMDU-2,CAMP_SAN_01,Sankranti,P12,62,50% OFF,36,42,31.00,2232,1302
STTRV-0,CAMP_DIW_01,Diwali,P11,190,50% OFF,33,42,95.00,6270,3990
STBLR-4,CAMP_SAN_01,Sankranti,P02,860,33% OFF,501,701,576.20,430860,403916.2
STVSK-2,CAMP_SAN_01,Sankranti,P07,300,BOGOF,24,93,300.00,7200,27900
STCBE-4,CAMP_DIW_01,Diwali,P05,55,25% OFF,101,89,41.25,5555,3671.25
STBLR-1,CAMP_SAN_01,Sankranti,P04,370,BOGOF,413,1102,370.00,152810,407740
STBLR-0,CAMP_SAN_01,Sankranti,P02,860,33% OFF,451,613,576.20,387860,353210.6
STMDU-2,CAMP_DIW_01,Diwali,P05,55,25% OFF,80,70,41.25,4400,2887.5
STBLR-6,CAMP_DIW_01,Diwali,P13,350,BOGOF,98,372,350.00,34300,130200
STMLR-1,CAMP_DIW_01,Diwali,P08,1190,BOGOF,29,100,1190.00,34510,119000
STCBE-2,CAMP_SAN_01,Sankranti,P04,370,BOGOF,355,1508,370.00,131350,557960
STVJD-0,CAMP_SAN_01,Sankranti,P11,190,50% OFF,25,35,95.00,4750,3325
STBLR-7,CAMP_SAN_01,Sankranti,P06,415,25% OFF,34,28,311.25,14110,8715
STCBE-3,CAMP_SAN_01,Sankranti,P06,415,25% OFF,18,14,311.25,7470,4357.5
STVSK-3,CAMP_SAN_01,Sankranti,P13,350,BOGOF,58,148,350.00,20300,51800
STMDU-1,CAMP_DIW_01,Diwali,P06,415,25% OFF,70,63,311.25,29050,19608.75
STBLR-7,CAMP_SAN_01,Sankranti,P11,190,50% OFF,45,73,95.00,8550,6935
STTRV-1,CAMP_DIW_01,Diwali,P09,110,50% OFF,42,55,55.00,4620,3025
STCHE-6,CAMP_SAN_01,Sankranti,P03,200,BOGOF,358,1410,200.00,71600,282000
STBLR-0,CAMP_SAN_01,Sankranti,P12,62,50% OFF,52,75,31.00,3224,2325
STCBE-3,CAMP_DIW_01,Diwali,P11,190,50% OFF,66,102,95.00,12540,9690
STBLR-3,CAMP_SAN_01,Sankranti,P10,50,25% OFF,28,21,37.50,1400,787.5
STBLR-3,CAMP_SAN_01,Sankranti,P02,860,33% OFF,450,634,576.20,387000,365310.8
STCBE-3,CAMP_DIW_01,Diwali,P10,65,50% OFF,82,122,32.50,5330,3965
STMYS-1,CAMP_DIW_01,Diwali,P02,860,33% OFF,395,711,576.20,339700,409678.2
STMDU-0,CAMP_SAN_01,Sankranti,P15,3000,500 Cashback,122,342,2500.00,366000,855000
STCHE-3,CAMP_DIW_01,Diwali,P10,65,50% OFF,119,154,32.50,7735,5005
STCHE-2,CAMP_DIW_01,Diwali,P12,62,50% OFF,119,138,31.00,7378,4278
STBLR-4,CAMP_SAN_01,Sankranti,P13,350,BOGOF,94,371,350.00,32900,129850
STCHE-1,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,316,859,2500.00,948000,2147500
STMDU-1,CAMP_DIW_01,Diwali,P07,300,BOGOF,47,157,300.00,14100,47100
STVSK-3,CAMP_SAN_01,Sankranti,P06,415,25% OFF,33,27,311.25,13695,8403.75
STCHE-1,CAMP_DIW_01,Diwali,P06,415,25% OFF,99,87,311.25,41085,27078.75
STVSK-0,CAMP_SAN_01,Sankranti,P10,50,25% OFF,16,13,37.50,800,487.5
STCBE-0,CAMP_SAN_01,Sankranti,P11,190,50% OFF,45,72,95.00,8550,6840
STCHE-2,CAMP_SAN_01,Sankranti,P14,1020,BOGOF,105,407,1020.00,107100,415140
STVSK-0,CAMP_SAN_01,Sankranti,P02,860,33% OFF,408,632,576.20,350880,364158.4
STVSK-2,CAMP_SAN_01,Sankranti,P08,1190,BOGOF,27,107,1190.00,32130,127330
STCHE-6,CAMP_DIW_01,Diwali,P03,156,25% OFF,334,260,117.00,52104,30420
STCBE-0,CAMP_SAN_01,Sankranti,P04,370,BOGOF,367,1423,370.00,135790,526510
STVSK-3,CAMP_SAN_01,Sankranti,P05,55,25% OFF,19,15,41.25,1045,618.75
STHYD-0,CAMP_DIW_01,Diwali,P02,860,33% OFF,367,601,576.20,315620,346296.2
STHYD-5,CAMP_SAN_01,Sankranti,P04,370,BOGOF,412,1615,370.00,152440,597550
STBLR-5,CAMP_DIW_01,Diwali,P02,860,33% OFF,351,526,576.20,301860,303081.2
STCBE-2,CAMP_DIW_01,Diwali,P01,172,33% OFF,190,313,115.24,32680,36070.12
STVJD-1,CAMP_DIW_01,Diwali,P14,1020,BOGOF,24,80,1020.00,24480,81600
STCHE-1,CAMP_SAN_01,Sankranti,P10,50,25% OFF,40,33,37.50,2000,1237.5
STHYD-4,CAMP_DIW_01,Diwali,P03,156,25% OFF,341,327,117.00,53196,38259
STHYD-4,CAMP_DIW_01,Diwali,P05,55,25% OFF,106,101,41.25,5830,4166.25
STCHE-7,CAMP_SAN_01,Sankranti,P01,172,33% OFF,256,358,115.24,44032,41255.92
STBLR-3,CAMP_SAN_01,Sankranti,P01,172,33% OFF,277,387,115.24,47644,44597.88
STCBE-1,CAMP_SAN_01,Sankranti,P11,190,50% OFF,28,31,95.00,5320,2945
STBLR-7,CAMP_DIW_01,Diwali,P02,860,33% OFF,336,577,576.20,288960,332467.4
STMYS-1,CAMP_DIW_01,Diwali,P08,1190,BOGOF,47,184,1190.00,55930,218960
STHYD-4,CAMP_SAN_01,Sankranti,P02,860,33% OFF,594,819,576.20,510840,471907.8
STCBE-1,CAMP_DIW_01,Diwali,P09,110,50% OFF,59,69,55.00,6490,3795
STBLR-7,CAMP_SAN_01,Sankranti,P10,50,25% OFF,40,33,37.50,2000,1237.5
STMDU-2,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,315,976,2500.00,945000,2440000
STBLR-2,CAMP_SAN_01,Sankranti,P11,190,50% OFF,49,68,95.00,9310,6460
STHYD-0,CAMP_SAN_01,Sankranti,P04,370,BOGOF,412,1615,370.00,152440,597550
STHYD-4,CAMP_DIW_01,Diwali,P04,290,25% OFF,376,360,217.50,109040,78300
STMDU-3,CAMP_SAN_01,Sankranti,P12,62,50% OFF,45,53,31.00,2790,1643
STMYS-3,CAMP_DIW_01,Diwali,P13,350,BOGOF,73,282,350.00,25550,98700
STVJD-0,CAMP_DIW_01,Diwali,P05,55,25% OFF,56,54,41.25,3080,2227.5
STTRV-1,CAMP_DIW_01,Diwali,P01,172,33% OFF,147,214,115.24,25284,24661.36
STMYS-3,CAMP_DIW_01,Diwali,P10,65,50% OFF,103,109,32.50,6695,3542.5
STCHE-5,CAMP_SAN_01,Sankranti,P12,62,50% OFF,58,65,31.00,3596,2015
STCBE-1,CAMP_SAN_01,Sankranti,P01,172,33% OFF,169,206,115.24,29068,23739.44
STMLR-2,CAMP_DIW_01,Diwali,P10,65,50% OFF,61,68,32.50,3965,2210
STMDU-3,CAMP_SAN_01,Sankranti,P02,860,33% OFF,457,548,576.20,393020,315757.6
STVSK-4,CAMP_DIW_01,Diwali,P04,290,25% OFF,255,196,217.50,73950,42630
STCBE-1,CAMP_DIW_01,Diwali,P06,415,25% OFF,57,44,311.25,23655,13695
STCHE-0,CAMP_DIW_01,Diwali,P08,1190,BOGOF,45,152,1190.00,53550,180880
STVSK-0,CAMP_DIW_01,Diwali,P13,350,BOGOF,47,161,350.00,16450,56350
STVSK-1,CAMP_SAN_01,Sankranti,P02,860,33% OFF,387,530,576.20,332820,305386
STCHE-5,CAMP_DIW_01,Diwali,P10,65,50% OFF,141,157,32.50,9165,5102.5
STMYS-3,CAMP_DIW_01,Diwali,P07,300,BOGOF,59,233,300.00,17700,69900
STMDU-3,CAMP_DIW_01,Diwali,P05,55,25% OFF,64,58,41.25,3520,2392.5
STBLR-1,CAMP_SAN_01,Sankranti,P11,190,50% OFF,39,55,95.00,7410,5225
STMYS-0,CAMP_DIW_01,Diwali,P09,110,50% OFF,70,87,55.00,7700,4785
STVSK-1,CAMP_DIW_01,Diwali,P04,290,25% OFF,252,196,217.50,73080,42630
STCBE-4,CAMP_DIW_01,Diwali,P13,350,BOGOF,42,128,350.00,14700,44800
STBLR-5,CAMP_DIW_01,Diwali,P11,190,50% OFF,63,81,95.00,11970,7695
STMDU-0,CAMP_DIW_01,Diwali,P01,172,33% OFF,201,305,115.24,34572,35148.2
STCHE-5,CAMP_SAN_01,Sankranti,P11,190,50% OFF,34,39,95.00,6460,3705
STMDU-1,CAMP_SAN_01,Sankranti,P03,200,BOGOF,255,1009,200.00,51000,201800
STBLR-3,CAMP_DIW_01,Diwali,P03,156,25% OFF,390,308,117.00,60840,36036
STCHE-5,CAMP_DIW_01,Diwali,P05,55,25% OFF,127,109,41.25,6985,4496.25
STBLR-2,CAMP_SAN_01,Sankranti,P05,55,25% OFF,24,19,41.25,1320,783.75
STHYD-2,CAMP_DIW_01,Diwali,P05,55,25% OFF,110,86,41.25,6050,3547.5
STHYD-4,CAMP_DIW_01,Diwali,P08,1190,BOGOF,63,208,1190.00,74970,247520
STHYD-1,CAMP_SAN_01,Sankranti,P06,415,25% OFF,27,22,311.25,11205,6847.5
STMDU-3,CAMP_SAN_01,Sankranti,P01,172,33% OFF,214,267,115.24,36808,30769.08
STBLR-1,CAMP_DIW_01,Diwali,P02,860,33% OFF,358,537,576.20,307880,309419.4
STVSK-0,CAMP_DIW_01,Diwali,P04,290,25% OFF,201,174,217.50,58290,37845
STMYS-0,CAMP_DIW_01,Diwali,P03,156,25% OFF,301,264,117.00,46956,30888
STMYS-0,CAMP_SAN_01,Sankranti,P12,62,50% OFF,66,92,31.00,4092,2852
STBLR-3,CAMP_SAN_01,Sankranti,P13,350,BOGOF,118,455,350.00,41300,159250
STHYD-0,CAMP_SAN_01,Sankranti,P12,62,50% OFF,57,90,31.00,3534,2790
STHYD-5,CAMP_DIW_01,Diwali,P15,3000,500 Cashback,357,1046,2500.00,1071000,2615000
STBLR-2,CAMP_DIW_01,Diwali,P06,415,25% OFF,92,81,311.25,38180,25211.25
